Category,Package,Type,Severity/Prob,Status,File Path,Line,AI Summary,Rule Key
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,233,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,ai_ats/api.py,245,"Nguyên nhân: Sử dụng nhiều lời gọi startswith() hoặc endswith() liên tiếp kết hợp bằng toán tử 'or' để kiểm tra một chuỗi với nhiều tiền tố/hậu tố khác nhau, gây ra mã dài dòng và khó bảo trì.
Cách khắc phục: Gom tất cả các tiền tố hoặc hậu tố cần kiểm tra vào một tuple và truyền nó làm đối số duy nhất cho phương thức startswith() hoặc endswith().",python:S8513
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,508,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,765,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,1240,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,39,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,441,"Nguyên nhân: Việc thực hiện phép gán giá trị bên trong một biểu thức phụ làm giảm độ rõ ràng và dễ gây hiểu lầm.
Cách khắc phục: Tách các phép gán ra thành câu lệnh riêng biệt để làm rõ hành động và tránh tạo hiệu ứng phụ không mong muốn.",javascript:S1121
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,101,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,121,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,33,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,42,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,94,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,103,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,30,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,.github/workflows/deploy.yml,91,"Nguyên nhân: Rò rỉ bí mật xảy ra khi dữ liệu xác thực nhạy cảm được lưu trữ cùng mã nguồn ứng dụng.
Cách khắc phục: Thu hồi bí mật đã rò rỉ và xóa chúng khỏi mã nguồn ứng dụng.",secrets:S6689
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,create_ats_doc.py,45,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,create_ats_doc.py,46,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,create_ats_doc.py,47,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,create_ats_doc.py,48,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,create_ats_doc.py,49,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,create_ats_doc.py,76,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,create_ats_doc.py,102,"Nguyên nhân: Tham số hàm không sử dụng gây nhầm lẫn và lỗi tiềm ẩn trong mã.
Cách khắc phục: Xóa các tham số không được sử dụng trong hàm.",python:S1172
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,create_ats_doc.py,128,"Nguyên nhân: Tham số hàm không sử dụng gây nhầm lẫn và lỗi tiềm ẩn trong mã.
Cách khắc phục: Xóa các tham số không được sử dụng trong hàm.",python:S1172
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,create_ats_doc.py,418,"Nguyên nhân: Chuỗi định dạng không hợp lệ khi các tham số không khớp với các trường thay thế.
Cách khắc phục: Đảm bảo các tham số khớp với các trường thay thế trong chuỗi định dạng.",python:S3457
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,generate_doc.py,82,"Nguyên nhân: Tham số hàm không sử dụng gây nhầm lẫn và lỗi tiềm ẩn trong mã.
Cách khắc phục: Xóa các tham số không được sử dụng trong hàm.",python:S1172
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,generate_doc.py,460,"Nguyên nhân: Chuỗi định dạng không hợp lệ khi các tham số không khớp với các trường thay thế.
Cách khắc phục: Đảm bảo các tham số khớp với các trường thay thế trong chuỗi định dạng.",python:S3457
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,run_report_for_docs.py,17,"Nguyên nhân: Mã nguồn chứa OpenAI API Key trong file run_report_for_docs.py tại dòng 17.
Cách khắc phục: Xóa hoặc mã hóa OpenAI API Key và sử dụng biến môi trường để quản lý key.",external_kingfisher (MegaLinter REPOSITORY_KINGFISHER):OpenAI API Key
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,run_report_for_docs.py,17,"Nguyên nhân: Phát hiện OpenAI API Key bị lộ trong file run_report_for_docs.py tại dòng 17.
Cách khắc phục: Loại bỏ key khỏi mã nguồn và lưu trữ trong biến môi trường hoặc công cụ quản lý bí mật.",external_betterleaks (MegaLinter REPOSITORY_BETTERLEAKS):openai-api-key
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,run_report_for_docs.py,17,"Nguyên nhân: Mã nguồn chứa OpenAI API key bị lộ, có thể bị kẻ xấu lợi dụng.
Cách khắc phục: Xóa API key khỏi mã nguồn, chuyển sang sử dụng biến môi trường và thay đổi key mới.",external_secretlint (MegaLinter REPOSITORY_SECRETLINT):@secretlint/secretlint-rule-preset-recommend > @secretlint/secretlint-rule-openai
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,run_report_for_docs.py,20,"Nguyên nhân: Phát hiện thông tin bí mật (API key) trong file mã nguồn, gây nguy cơ bị truy cập trái phép.
Cách khắc phục: Loại bỏ key khỏi file, lưu trữ an toàn bằng biến môi trường và thu hồi key cũ.",external_betterleaks (MegaLinter REPOSITORY_BETTERLEAKS):generic-api-key
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,run_report_for_docs.py,21,"Nguyên nhân: Phát hiện thông tin bí mật (API key) trong file mã nguồn, gây nguy cơ bị truy cập trái phép.
Cách khắc phục: Loại bỏ key khỏi file, lưu trữ an toàn bằng biến môi trường và thu hồi key cũ.",external_betterleaks (MegaLinter REPOSITORY_BETTERLEAKS):generic-api-key
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,run_report_for_docs.py,72,"Nguyên nhân: Đã tắt tính năng xác thực chứng chỉ số, khiến kết nối có thể bị tấn công man-in-the-middle và dữ liệu bị đánh cắp.
Cách khắc phục: Bật lại xác thực chứng chỉ số và sử dụng chứng chỉ hợp lệ từ tổ chức uy tín thay vì bỏ qua kiểm tra bảo mật.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126186
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,run_report_for_docs.py,72,"Nguyên nhân: Mã nguồn tắt xác thực chứng chỉ TLS bằng cách thiết lập SSL.VERIFY_NONE, khiến kết nối không kiểm tra tính hợp lệ của chứng chỉ máy chủ.
Cách khắc phục: Bỏ đối số verify_callback để OpenSSL sử dụng quy trình xác thực tích hợp sẵn, hoặc gọi set_verify với cờ xác thực phù hợp.",python:S4830
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,run_report_for_docs.py,72,"Nguyên nhân: Xác thực chứng chỉ đã bị tắt đi một cách rõ ràng, cho phép kết nối không an toàn tới máy chủ không an toàn.
Cách khắc phục: Bật lại xác thực chứng chỉ trong file run_report_for_docs.py dòng 72.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.requests.security.disabled-cert-validation.disabled-cert-validation
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,run_report_for_docs.py,72,"Nguyên nhân: Ứng dụng gọi thư viện requests với tham số verify=False, làm tắt kiểm tra chứng chỉ SSL khi kết nối đến máy chủ từ xa, gây nguy cơ tấn công trung gian.
Cách khắc phục: Đổi thành verify=True hoặc truyền đường dẫn đến tệp chứng chỉ CA đáng tin cậy khi gọi requests, đồng thời kiểm tra lại toàn bộ mã nguồn để loại bỏ các lời gọi tắt xác thực SSL.",external_bandit:B501
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,run_report_for_docs.py,167,"Nguyên nhân: Chuỗi định dạng không hợp lệ khi các tham số không khớp với các trường thay thế.
Cách khắc phục: Đảm bảo các tham số khớp với các trường thay thế trong chuỗi định dạng.",python:S3457
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,run_report_for_docs.py,242,"Nguyên nhân: Điều kiện lồng nhau làm code khó đọc và phức tạp thứ tự thực hiện.
Cách khắc phục: Tách biểu thức điều kiện lồng nhau thành câu lệnh riêng trên dòng khác, trừ khi nằm trong comprehension vẫn giữ nguyên.",python:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,run_report_for_docs.py,267,"Nguyên nhân: Điều kiện lồng nhau làm code khó đọc và phức tạp thứ tự thực hiện.
Cách khắc phục: Tách biểu thức điều kiện lồng nhau thành câu lệnh riêng trên dòng khác, trừ khi nằm trong comprehension vẫn giữ nguyên.",python:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,run_report_for_docs.py,364,"Nguyên nhân: Điều kiện lồng nhau làm code khó đọc và phức tạp thứ tự thực hiện.
Cách khắc phục: Tách biểu thức điều kiện lồng nhau thành câu lệnh riêng trên dòng khác, trừ khi nằm trong comprehension vẫn giữ nguyên.",python:S3358
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,170,"Nguyên nhân: Ứng dụng gọi thư viện requests với tham số verify=False, làm tắt kiểm tra chứng chỉ SSL khi kết nối đến máy chủ từ xa, gây nguy cơ tấn công trung gian.
Cách khắc phục: Đổi thành verify=True hoặc truyền đường dẫn đến tệp chứng chỉ CA đáng tin cậy khi gọi requests, đồng thời kiểm tra lại toàn bộ mã nguồn để loại bỏ các lời gọi tắt xác thực SSL.",external_bandit:B501
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,170,"Nguyên nhân: Đã tắt tính năng xác thực chứng chỉ số, khiến kết nối có thể bị tấn công man-in-the-middle và dữ liệu bị đánh cắp.
Cách khắc phục: Bật lại xác thực chứng chỉ số và sử dụng chứng chỉ hợp lệ từ tổ chức uy tín thay vì bỏ qua kiểm tra bảo mật.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126186
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,170,"Nguyên nhân: Xác thực chứng chỉ đã bị tắt đi một cách rõ ràng, cho phép kết nối không an toàn tới máy chủ không an toàn.
Cách khắc phục: Bật lại xác thực chứng chỉ trong file run_report_for_docs.py dòng 72.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.requests.security.disabled-cert-validation.disabled-cert-validation
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,170,"Nguyên nhân: Mã nguồn tắt xác thực chứng chỉ TLS bằng cách thiết lập SSL.VERIFY_NONE, khiến kết nối không kiểm tra tính hợp lệ của chứng chỉ máy chủ.
Cách khắc phục: Bỏ đối số verify_callback để OpenSSL sử dụng quy trình xác thực tích hợp sẵn, hoặc gọi set_verify với cờ xác thực phù hợp.",python:S4830
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,176,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,182,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,197,"Nguyên nhân: Đã tắt tính năng xác thực chứng chỉ số, khiến kết nối có thể bị tấn công man-in-the-middle và dữ liệu bị đánh cắp.
Cách khắc phục: Bật lại xác thực chứng chỉ số và sử dụng chứng chỉ hợp lệ từ tổ chức uy tín thay vì bỏ qua kiểm tra bảo mật.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126186
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,197,"Nguyên nhân: Xác thực chứng chỉ đã bị tắt đi một cách rõ ràng, cho phép kết nối không an toàn tới máy chủ không an toàn.
Cách khắc phục: Bật lại xác thực chứng chỉ trong file run_report_for_docs.py dòng 72.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.requests.security.disabled-cert-validation.disabled-cert-validation
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,197,"Nguyên nhân: Ứng dụng gọi thư viện requests với tham số verify=False, làm tắt kiểm tra chứng chỉ SSL khi kết nối đến máy chủ từ xa, gây nguy cơ tấn công trung gian.
Cách khắc phục: Đổi thành verify=True hoặc truyền đường dẫn đến tệp chứng chỉ CA đáng tin cậy khi gọi requests, đồng thời kiểm tra lại toàn bộ mã nguồn để loại bỏ các lời gọi tắt xác thực SSL.",external_bandit:B501
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,197,"Nguyên nhân: Mã nguồn tắt xác thực chứng chỉ TLS bằng cách thiết lập SSL.VERIFY_NONE, khiến kết nối không kiểm tra tính hợp lệ của chứng chỉ máy chủ.
Cách khắc phục: Bỏ đối số verify_callback để OpenSSL sử dụng quy trình xác thực tích hợp sẵn, hoặc gọi set_verify với cờ xác thực phù hợp.",python:S4830
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,ai_ats/api.py,295,"Nguyên nhân: Sử dụng nhiều lời gọi startswith() hoặc endswith() liên tiếp kết hợp bằng toán tử 'or' để kiểm tra một chuỗi với nhiều tiền tố/hậu tố khác nhau, gây ra mã dài dòng và khó bảo trì.
Cách khắc phục: Gom tất cả các tiền tố hoặc hậu tố cần kiểm tra vào một tuple và truyền nó làm đối số duy nhất cho phương thức startswith() hoặc endswith().",python:S8513
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/public/frontend/assets/index-sKk2YOPC.js,17,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/public/frontend/assets/index-sKk2YOPC.js,18,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,345,"Nguyên nhân: Câu lệnh điều kiện lồng nhau khó đọc và làm phức tạp thứ tự thực hiện.
Cách khắc phục: Sử dụng dòng khác để diễn đạt phép toán lồng nhau trong một câu lệnh riêng.",javascript:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,353,"Nguyên nhân: Câu lệnh điều kiện lồng nhau khó đọc và làm phức tạp thứ tự thực hiện.
Cách khắc phục: Sử dụng dòng khác để diễn đạt phép toán lồng nhau trong một câu lệnh riêng.",javascript:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,355,"Nguyên nhân: Câu lệnh điều kiện lồng nhau khó đọc và làm phức tạp thứ tự thực hiện.
Cách khắc phục: Sử dụng dòng khác để diễn đạt phép toán lồng nhau trong một câu lệnh riêng.",javascript:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,359,"Nguyên nhân: Câu lệnh điều kiện lồng nhau khó đọc và làm phức tạp thứ tự thực hiện.
Cách khắc phục: Sử dụng dòng khác để diễn đạt phép toán lồng nhau trong một câu lệnh riêng.",javascript:S3358
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,frontend/src/components/CandidateReport.vue,363,"Nguyên nhân: Độ phức tạp nhận thức cao do điều kiện logic kết hợp nhiều toán tử lồng nhau và hàm thực hiện quá nhiều nhiệm vụ.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, phân tách hàm lớn thành nhiều hàm nhỏ có trách nhiệm đơn limited, xử lý trường hợp ngoại lệ trước và trả về sớm.",javascript:S3776
